"Pitch,Yaw,Roll"
"157.95357332848914,-8.988573268620424,0.8102577088737525"
"158.14399865224232,-8.773982536128482,0.5101517795403139"
"158.14399865224232,-8.773982536128482,0.5101517795403139"
"158.64532712885577,-8.49482377751015,0.43838266924538327"
"158.64532712885577,-8.49482377751015,0.43838266924538327"
"158.90428032338815,-10.004392419088063,1.4373667471845228"
"159.70915201198835,-10.249886974733228,1.5361653235016082"
"159.70915201198835,-10.249886974733228,1.5361653235016082"
"161.06980119333682,-11.17604259694728,2.378801462163633"
"162.16200997643622,-11.628347734534687,2.311546926345977"
"162.16200997643622,-11.628347734534687,2.311546926345977"
"162.696449466528,-18.97410194737218,4.459618692346989"
"165.3865621687801,-18.715884980914225,4.930313867493355"
"165.6689149013415,-23.880640515017316,6.63486661241755"
"165.6689149013415,-23.880640515017316,6.63486661241755"
"165.55426848780021,-24.681169974618935,6.910991005541952"
"165.55426848780021,-24.681169974618935,6.910991005541952"
"166.09023713761076,-23.164605358874464,5.831305959778489"
"165.44816824066206,-22.925780052219647,6.2320338378845115"
"165.44816824066206,-22.925780052219647,6.2320338378845115"
"166.3298339935905,-20.43195522173077,5.623807438053868"
"165.09166650308777,-20.042959618847057,5.3889810851014515"
"165.09166650308777,-20.042959618847057,5.3889810851014515"
"165.80293510951304,-18.817639698080832,4.576411402615559"
"167.6067344235947,-19.0267337050439,4.513363578021403"
"169.78992078632967,-13.969239347543864,4.012692983819702"
"169.78992078632967,-13.969239347543864,4.012692983819702"
"170.0064643047858,-15.098708824841372,4.588045987537493"
"170.0064643047858,-15.098708824841372,4.588045987537493"
"170.0494021887371,-14.881727332261011,4.3665458993105855"
"170.920448322607,-12.659215912843642,3.8568023128403177"
"170.48948264386772,-14.744157674252465,4.142208127288955"
"169.50595615565987,-13.923670021545398,3.957231073245605"
"169.07815632329525,-14.262110588657157,4.460701596689264"
"169.07815632329525,-14.262110588657157,4.460701596689264"
"170.90592333394002,-13.861869734635635,4.117988239425311"
"170.90592333394002,-13.861869734635635,4.117988239425311"
"169.3930624251383,-13.801570455999885,4.079275125691673"
"168.87678975210437,-14.569424367669383,4.3835384777519435"
"168.87678975210437,-14.569424367669383,4.3835384777519435"
"168.87678975210437,-14.569424367669383,4.3835384777519435"
"168.02734133270698,-12.824082148137101,4.392068680916369"
"169.6803099195565,-15.87918266846033,4.734344867078117"
"169.85742567327185,-14.005379168602024,4.098705461013112"
"169.85742567327185,-14.005379168602024,4.098705461013112"
"169.3325107253563,-14.681946058889768,3.859913612725864"
"169.3325107253563,-14.681946058889768,3.859913612725864"
"170.25577584488283,-14.490208734495681,3.736661176833421"
"169.21705810036633,-12.848242050615116,3.8540933617557265"
"169.21705810036633,-12.848242050615116,3.8540933617557265"
"170.51098236267063,-14.132220099537085,3.839890098325404"
"169.52233755298556,-14.052745230789125,3.859413402729864"
"169.52233755298556,-14.052745230789125,3.859413402729864"
"169.52233755298556,-14.052745230789125,3.859413402729864"
"170.98384737226377,-13.418207587384266,3.452229250186587"
"170.09097949937092,-13.974477830945562,3.7241811814260797"
"170.99835046593086,-14.951901025716989,3.6235424032510863"
"170.99835046593086,-14.951901025716989,3.6235424032510863"
"169.8587021803293,-13.049913626518576,3.4928794982465683"
"170.12130623581285,-14.093834557354018,3.587074539984338"
"169.79357524704517,-13.50864857989446,3.4689002573719874"
"169.79357524704517,-13.50864857989446,3.4689002573719874"
"169.74708186768356,-15.038167962104703,3.669973032622709"
"170.00184247084388,-14.662318232494444,3.765233302426613"
"170.00184247084388,-14.662318232494444,3.765233302426613"
"170.8372237619081,-13.446382364774898,3.2948628238933706"
"169.17671817939043,-12.98495562644192,3.1762594727557274"
"169.17671817939043,-12.98495562644192,3.1762594727557274"
"169.17671817939043,-12.98495562644192,3.1762594727557274"
"169.05724739694912,-14.66276275624278,3.3353771132652756"
"166.11589170169879,-12.733355954260237,3.6813830084594974"
"163.91700038687975,-19.846524438669892,5.811258235789958"
"163.91700038687975,-19.846524438669892,5.811258235789958"
"163.9770073879821,-10.276649004733226,3.275490464018243"
"163.18997822836877,-11.940782564302909,3.6161074208961166"
"162.65613750818275,-14.914502086579239,4.502664387456124"
"162.65613750818275,-14.914502086579239,4.502664387456124"
