"Pitch,Yaw,Roll"
"165.80934036856357,-8.521079478924644,1.4651052180408024"
"162.36360630077425,-6.893262396110514,1.150217610008994"
"162.84682746109124,-2.5386354010941505,0.022902490450855763"
"162.84682746109124,-2.5386354010941505,0.022902490450855763"
"163.09028934573755,-7.275498081432057,1.1017408181141055"
"161.59537444326892,-7.583744075616295,1.445214297156019"
"161.59537444326892,-7.583744075616295,1.445214297156019"
"162.36344513884978,-6.35993023860689,1.1311302256026725"
"161.6519837400536,-6.31430496179584,1.71369259041472"
"161.6519837400536,-6.31430496179584,1.71369259041472"
"161.04782783163768,-5.947404456872961,1.5167833544859157"
"161.04782783163768,-5.947404456872961,1.5167833544859157"
"161.55734509864496,-6.281741489644473,1.2664547722103476"
"161.4853348077615,-4.857801269103802,1.353166594091708"
"161.4853348077615,-4.857801269103802,1.353166594091708"
"161.57931274074795,-4.163549963134633,0.9307278963345684"
"161.6413902439563,-4.787684280731002,0.9789879582871887"
"161.6413902439563,-4.787684280731002,0.9789879582871887"
"159.80954562403653,-7.481361341015514,1.5072167698808474"
"159.80954562403653,-7.481361341015514,1.5072167698808474"
"164.12457675235532,-10.178019523087006,2.603568256105852"
"165.8387990233778,-14.465500706537359,3.493893885257998"
"165.8387990233778,-14.465500706537359,3.493893885257998"
"168.7302226162847,-21.379733651802006,5.149157459218213"
"169.2256431754286,-24.130589753230353,6.506402328567196"
"169.2256431754286,-24.130589753230353,6.506402328567196"
"171.36139318435607,-24.69979991901901,6.290745935542084"
"170.5451030526647,-20.883121133756784,5.679797759627555"
"170.5451030526647,-20.883121133756784,5.679797759627555"
"169.34034904843097,-10.388915367062323,4.010568670138771"
"170.409055473729,-2.964629514266903,1.59906380008766"
"170.409055473729,-2.964629514266903,1.59906380008766"
"174.17484779618064,12.016922738017637,-2.704934830459692"
"172.5608066815602,11.338377154979003,-3.362989016590987"
"172.5608066815602,11.338377154979003,-3.362989016590987"
"172.73377371843233,12.075991378210905,-3.9581629991982883"
"172.22364192546326,8.36781773009707,-3.1407621359297226"
"172.22364192546326,8.36781773009707,-3.1407621359297226"
"170.4700813693576,1.992919676307734,-2.6482675085225535"
"171.35937928007925,-0.018045113838672716,-2.6078939875448643"
"171.35937928007925,-0.018045113838672716,-2.6078939875448643"
"167.35834087198762,-12.447572928284485,1.4926453678754146"
"167.35834087198762,-12.447572928284485,1.4926453678754146"
"171.93065830483928,-4.6855718193292715,-0.13659578057403335"
"171.65930990206476,-7.830137033215706,1.075539491822103"
"171.65930990206476,-7.830137033215706,1.075539491822103"
"171.06882084053777,-7.968784836965752,0.4492367591926356"
"170.14998412424038,-9.055752900677021,0.7589101236567094"
"170.14998412424038,-9.055752900677021,0.7589101236567094"
"168.1756050525666,-6.471465931014109,-0.1279811425386002"
"168.1756050525666,-6.471465931014109,-0.1279811425386002"
"162.84936227378742,-6.45465472067487,-0.06919527011666092"
"157.72207143538273,-8.410493068647634,0.2673452182055435"
"158.4299398662437,-6.977107154978756,-0.00029010846585450533"
"158.4299398662437,-6.977107154978756,-0.00029010846585450533"
